STA,YR,MO,DA,MAX,MIN
50801,43,6,14,74.0,68.0
61501,44,2,2,83.0,73.0
12001,43,9,13,96.0,74.0
10701,41,12,11,92.0,74.0
33003,44,11,13,61.0,45.0
50401,43,6,1,88.0,71.0
81601,44,6,21,83.0,74.0
11902,45,12,8,87.0,55.0
34109,45,2,7,55.0,44.0
11615,44,6,27,86.0,71.0
22508,42,9,13,83.0,69.0
50401,43,11,17,88.0,73.0
22502,44,6,9,82.0,68.0
10002,45,10,7,82.0,75.0
16407,44,3,8,31.0,25.0
32815,45,3,8,90.0,59.0
33305,45,11,30,69.0,44.0
12801,44,3,9,77.0,63.0
31501,44,3,25,87.0,69.0
34147,45,7,20,87.0,66.0
11701,44,4,13,90.0,75.0
33019,43,12,17,62.0,53.0
31001,44,6,25,94.0,65.0
20501,45,6,17,87.0,77.0
31701,44,1,24,81.0,54.0
40601,45,1,31,86.0,76.0
33023,44,7,3,91.0,70.0
11801,43,5,18,91.0,74.0
13007,44,10,15,80.0,47.0
50302,44,7,8,87.0,70.0
22507,43,7,30,92.0,68.0
10804,42,6,27,88.0,76.0
32702,45,3,20,94.0,68.0
10703,45,10,8,85.0,74.0
50304,44,8,13,82.0,69.0
33303,45,7,20,97.0,71.0
81404,43,3,24,82.0,74.0
11601,44,5,16,86.0,78.0
20501,44,7,13,89.0,77.0
12801,44,7,17,90.0,73.0
22504,43,4,24,85.0,69.0
11902,43,8,13,90.0,70.0
81404,44,3,5,85.0,74.0
22502,45,10,30,82.0,68.0
33031,45,10,22,78.0,53.0
80509,45,6,19,85.0,73.0
33305,45,8,25,103.0,69.0
13601,42,5,23,79.0,67.0
13601,42,2,22,60.0,48.0
33501,44,7,8,106.0,79.0
32805,43,3,10,92.0,56.0
10101,44,2,19,89.0,73.0
50403,45,11,18,88.0,75.0
10807,45,10,21,86.0,68.0
10802,44,8,30,86.0,71.0
80425,44,11,7,89.0,72.0
80412,45,1,2,88.0,74.0
81702,45,7,7,85.0,66.0
10718,42,12,4,86.0,74.0
82502,44,8,25,75.0,42.0
11704,45,12,19,85.0,70.0
21501,43,10,17,83.0,66.0
16407,43,9,27,43.0,38.0
11704,43,1,2,87.0,67.0
10505,44,10,26,94.0,65.0
10001,42,7,24,81.0,66.0
10102,42,11,14,86.0,72.0
82501,43,10,25,83.0,59.0
32501,43,5,26,102.0,78.0
10001,42,8,5,80.0,70.0
32601,44,7,22,89.0,82.0
22509,41,5,17,80.0,71.0
10804,43,1,21,89.0,66.0
40601,45,7,2,87.0,79.0
33003,44,10,19,76.0,59.0
50401,44,9,17,89.0,72.0
50401,43,3,27,85.0,73.0
33401,45,8,30,114.0,76.0
34123,45,3,23,68.0,37.0
10001,44,10,4,88.0,73.0
34109,45,5,2,71.0,55.0
22504,42,4,27,82.0,70.0
32904,43,11,2,87.0,63.0
31401,44,1,14,83.0,68.0
32904,44,8,7,96.0,74.0
12101,45,1,2,83.0,52.0
32701,44,7,5,95.0,75.0
33117,43,11,12,61.0,54.0
82404,42,9,6,77.0,63.0
81601,45,7,26,79.0,74.0
11615,44,10,27,87.0,72.0
31501,44,12,29,83.0,71.0
60701,45,12,2,89.0,79.0
10701,45,9,15,81.0,74.0
34104,45,1,5,48.0,32.0
11610,42,3,4,88.0,70.0
50304,45,2,9,88.0,74.0
32906,45,2,22,74.0,55.0
21501,43,7,18,84.0,69.0
20501,41,12,23,91.0,80.0
81601,44,8,2,83.0,69.0
32904,43,7,14,94.0,76.0
22504,41,4,15,84.0,65.0
32805,44,8,29,91.0,79.0
16201,45,10,25,41.0,34.0
20501,44,1,3,87.0,74.0
13005,44,9,21,78.0,60.0
22508,41,5,8,72.0,66.0
21501,45,1,2,78.0,62.0
30001,44,8,7,81.0,70.0
13601,45,1,24,66.0,58.0
32603,45,4,21,106.0,73.0
50802,43,8,22,77.0,62.0
20501,43,6,25,86.0,77.0
50401,43,4,29,88.0,71.0
34104,45,5,12,89.0,55.0
11606,45,11,17,86.0,79.0
80411,44,7,27,86.0,72.0
33109,44,8,21,96.0,78.0
10704,43,10,11,86.0,72.0
16504,42,5,25,55.0,32.0
32803,45,3,18,104.0,71.0
11701,43,3,13,87.0,66.0
33205,45,7,4,85.0,69.0
32702,44,6,5,101.0,80.0
10803,41,8,5,88.0,74.0
10001,45,8,28,81.0,72.0
12101,45,5,12,96.0,73.0
11704,42,1,2,90.0,63.0
12801,44,5,6,88.0,67.0
50401,43,2,8,88.0,71.0
11902,43,6,5,87.0,75.0
13013,45,12,27,62.0,44.0
61501,45,1,23,87.0,75.0
50801,44,4,28,80.0,72.0
32503,45,6,16,96.0,82.0
22508,41,2,5,74.0,55.0
13601,42,10,24,82.0,74.0
81404,44,5,21,85.0,74.0
11902,43,9,29,88.0,73.0
50403,44,3,6,83.0,73.0
10001,45,1,31,91.0,76.0
50301,45,5,18,85.0,78.0
13002,43,6,10,73.0,65.0
32603,45,6,24,100.0,83.0
13601,42,1,7,67.0,58.0
10804,43,8,26,86.0,68.0
32904,45,3,31,91.0,69.0
31001,45,1,29,87.0,58.0
16201,44,7,29,59.0,46.0
11801,45,10,12,87.0,69.0
42401,45,10,31,84.0,76.0
31101,45,5,16,103.0,63.0
32701,44,2,13,78.0,46.0
22507,45,4,23,80.0,70.0
22507,44,5,27,87.0,65.0
50303,44,11,24,89.0,74.0
16202,42,8,4,56.0,48.0
16202,42,12,31,30.0,16.0
10718,42,11,16,85.0,74.0
16201,43,8,19,52.0,42.0
50802,45,3,3,88.0,74.0
13002,44,3,13,65.0,43.0
80412,45,8,11,84.0,74.0
32815,44,6,24,88.0,78.0
32701,44,3,17,90.0,56.0
50302,43,12,5,88.0,76.0
42206,45,11,16,74.0,61.0
11501,45,9,17,85.0,74.0
31101,43,12,30,90.0,54.0
80425,44,10,29,91.0,73.0
12801,45,1,29,82.0,59.0
10001,44,7,15,84.0,69.0
22507,44,2,10,81.0,59.0
11604,45,8,21,88.0,72.0
13005,43,3,24,76.0,50.0
34123,45,4,6,72.0,45.0
33044,43,6,13,80.0,53.0
11801,43,3,24,90.0,70.0
10001,43,5,27,84.0,72.0
42204,45,8,27,90.0,74.0
81601,45,10,2,83.0,64.0
22502,41,8,28,88.0,74.0
11604,45,8,20,87.0,76.0
20501,43,6,15,85.0,78.0
11902,45,10,20,88.0,69.0
11701,43,11,8,91.0,70.0
10101,44,11,24,88.0,66.0
21501,45,9,6,82.0,68.0
12701,45,2,5,82.0,57.0
11604,45,7,8,86.0,78.0
10803,44,4,2,92.0,70.0
10807,45,12,22,87.0,66.0
34150,45,2,3,56.0,42.0
16407,45,11,7,40.0,28.0
32701,43,12,15,78.0,52.0
13007,43,12,22,60.0,55.0
80509,45,2,7,91.0,65.0
10502,42,12,24,80.0,71.0
22502,41,11,22,82.0,72.0
11610,43,3,22,83.0,69.0
34123,45,5,5,70.0,40.0
33109,43,11,18,65.0,46.0
20501,43,9,12,85.0,76.0
33205,45,5,1,70.0,52.0
40601,45,9,4,88.0,79.0
10002,45,3,12,91.0,72.0
22502,41,7,12,85.0,72.0
11601,45,4,13,85.0,73.0
10803,45,4,7,94.0,76.0
16405,44,3,22,28.0,5.0
34013,45,1,21,49.0,38.0
16405,45,2,19,15.0,5.0
82503,45,1,21,89.0,69.0
22502,42,12,25,78.0,65.0
33023,45,3,18,68.0,45.0
34003,44,8,16,88.0,63.0
41207,45,7,4,83.0,72.0
13013,45,12,22,54.0,43.0
12702,44,9,15,86.0,75.0
11704,42,3,15,92.0,67.0
16504,45,4,18,9.0,-11.0
10101,43,11,4,87.0,71.0
12801,45,9,14,92.0,71.0
10803,42,8,11,84.0,75.0
22508,45,12,3,75.0,64.0
10502,45,10,1,92.0,70.0
32501,44,8,19,91.0,73.0
81702,44,2,22,87.0,71.0
31501,43,11,20,86.0,65.0
11615,45,12,14,85.0,68.0
50304,45,9,27,82.0,70.0
16405,42,11,5,23.0,13.0
82405,43,6,2,64.0,59.0
32805,43,1,24,75.0,51.0
10802,45,5,18,86.0,75.0
33019,44,8,1,88.0,64.0
16202,44,1,1,37.0,28.0
82403,44,6,2,75.0,63.0
32805,44,5,27,118.0,76.0
32801,45,9,12,90.0,77.0
31401,43,12,1,87.0,65.0
50301,45,7,6,81.0,73.0
82403,42,7,29,72.0,44.0
31302,44,9,19,77.0,47.0
82506,45,12,6,81.0,64.0
22507,42,12,27,80.0,63.0
50801,44,4,19,78.0,73.0
10502,43,12,22,83.0,68.0
34123,44,8,28,91.0,55.0
12701,45,4,28,96.0,68.0
34109,45,4,6,68.0,47.0
10802,45,8,8,85.0,74.0
34101,44,1,25,56.0,34.0
32601,42,11,16,92.0,59.0
33109,44,9,28,79.0,63.0
12701,42,12,28,87.0,64.0
11704,42,11,28,89.0,69.0
33405,44,8,4,113.0,70.0
11901,43,6,12,79.0,61.0
82403,44,7,5,78.0,54.0
11103,44,10,27,86.0,78.0
16201,44,7,11,58.0,46.0
50802,43,2,23,82.0,72.0
82506,45,8,1,68.0,46.0
82502,43,6,1,64.0,57.0
34012,44,10,20,63.0,52.0
10002,43,10,19,82.0,76.0
10502,41,10,16,89.0,70.0
22507,42,9,4,85.0,72.0
32815,45,12,1,84.0,55.0
16504,42,5,20,39.0,33.0
32801,45,8,3,96.0,77.0
15027,45,2,4,51.0,38.0
33303,44,2,11,67.0,48.0
32702,44,4,13,96.0,71.0
82405,44,2,12,79.0,72.0
50403,45,8,15,91.0,74.0
10718,43,2,11,88.0,70.0
11801,42,10,9,88.0,74.0
10804,43,2,10,93.0,64.0
82502,44,5,8,81.0,38.0
12801,44,12,15,70.0,51.0
32907,44,3,2,88.0,60.0
22507,43,7,17,88.0,66.0
50302,43,4,19,86.0,74.0
33117,45,1,28,57.0,48.0
11601,42,4,27,88.0,80.0
33117,45,10,18,72.0,59.0
11701,44,9,17,92.0,73.0
10002,45,8,15,82.0,74.0
80509,45,9,15,91.0,72.0
11606,45,3,13,85.0,76.0
32601,42,10,30,100.0,70.0
31101,45,5,5,104.0,80.0
31501,43,7,9,83.0,73.0
32904,45,3,21,88.0,62.0
16504,42,4,22,21.0,11.0
32603,45,4,30,100.0,74.0
32906,45,6,19,89.0,77.0
12702,45,2,25,78.0,70.0
82502,43,8,12,62.0,49.0
20501,45,8,13,87.0,74.0
10502,45,2,3,89.0,66.0
32601,43,3,6,88.0,64.0
50401,44,4,25,91.0,73.0
61501,44,4,15,87.0,73.0
61501,44,4,9,85.0,76.0
31501,43,11,25,89.0,73.0
31701,42,11,29,96.0,64.0
20602,45,4,27,81.0,74.0
82403,44,4,4,94.0,69.0
22509,40,7,20,86.0,75.0
33117,44,6,14,84.0,65.0
10502,44,11,7,92.0,69.0
31001,44,4,26,104.0,72.0
11701,45,3,2,90.0,67.0
22504,44,10,8,85.0,69.0
31701,43,10,13,85.0,65.0
11604,43,6,23,84.0,79.0
82501,43,12,18,85.0,71.0
33303,45,5,31,91.0,69.0
31701,43,5,16,84.0,64.0
13601,42,1,11,65.0,60.0
81702,45,5,6,84.0,67.0
10804,44,6,11,83.0,70.0
11604,43,9,9,87.0,79.0
81404,44,6,1,77.0,70.0
22504,43,8,3,87.0,75.0
11101,44,4,10,88.0,70.0
22508,44,5,12,79.0,64.0
40601,45,11,12,86.0,72.0
33501,45,2,7,41.0,30.0
22504,40,6,5,84.0,72.0
20501,43,2,5,82.0,73.0
81702,42,5,30,87.0,69.0
32702,44,12,4,89.0,56.0
32907,44,9,15,90.0,74.0
11902,43,6,29,89.0,71.0
15027,45,3,27,56.0,33.0
33109,44,9,16,91.0,70.0
32805,44,4,2,90.0,59.0
82502,44,8,21,65.0,50.0
31001,44,8,10,85.0,70.0
22502,40,5,26,83.0,63.0
10718,44,4,3,92.0,75.0
22508,40,4,14,80.0,68.0
34013,44,12,23,42.0,36.0
22508,45,12,21,78.0,57.0
31001,44,12,3,86.0,62.0
22507,44,3,20,78.0,67.0
22504,42,5,16,84.0,70.0
40601,44,7,30,90.0,79.0
80509,44,5,23,87.0,72.0
33405,45,4,27,80.0,53.0
32906,44,6,29,88.0,74.0
34005,44,8,25,89.0,75.0
22502,41,5,23,84.0,63.0
16407,42,7,16,45.0,42.0
13005,43,11,14,74.0,42.0
32301,44,1,19,62.0,45.0
22504,45,4,21,83.0,69.0
10804,42,9,3,87.0,73.0
10804,45,12,18,82.0,70.0
10803,41,1,22,91.0,71.0
81404,43,9,21,90.0,73.0
33031,43,12,19,61.0,49.0
10803,43,1,26,85.0,68.0
16504,44,11,9,-2.0,-11.0
80509,45,9,14,89.0,70.0
10705,43,8,14,83.0,73.0
22508,41,3,12,77.0,60.0
33401,45,6,16,114.0,79.0
11606,43,12,7,85.0,77.0
32815,45,9,17,91.0,77.0
32906,44,11,2,84.0,64.0
34147,45,12,19,61.0,55.0
11901,44,1,30,72.0,53.0
10701,41,7,22,93.0,74.0
11610,45,12,25,84.0,72.0
33305,44,10,7,90.0,57.0
34113,44,6,11,73.0,60.0
33023,45,12,21,68.0,54.0
16201,44,12,11,35.0,19.0
50304,44,11,6,84.0,70.0
16201,43,12,22,28.0,22.0
22508,44,5,26,80.0,62.0
13005,43,8,13,108.0,70.0
13005,44,3,25,86.0,54.0
34123,44,7,8,92.0,59.0
80509,45,3,10,87.0,72.0
11610,42,7,20,88.0,72.0
11704,42,7,13,91.0,72.0
22507,44,12,13,80.0,61.0
80411,43,12,23,88.0,74.0
16504,42,3,23,13.0,-5.0
33405,44,9,19,104.0,69.0
80411,44,5,9,86.0,71.0
32803,43,12,19,82.0,60.0
50801,44,1,20,84.0,76.0
20501,45,4,20,84.0,75.0
10802,45,3,5,86.0,73.0
22502,42,9,7,86.0,71.0
33023,44,6,9,80.0,64.0
61501,45,11,25,85.0,74.0
32602,45,1,7,76.0,61.0
21501,44,9,17,76.0,66.0
16407,45,10,11,42.0,36.0
10701,41,9,7,86.0,75.0
33117,44,6,29,95.0,75.0
31701,45,3,10,88.0,60.0
81601,45,10,25,81.0,71.0
32501,44,7,15,90.0,73.0
32503,45,5,22,97.0,80.0
10804,44,11,13,87.0,70.0
31401,43,5,5,93.0,75.0
33501,45,7,28,93.0,68.0
33401,44,5,29,112.0,70.0
16201,44,11,21,36.0,26.0
82501,43,6,12,66.0,53.0
10705,45,1,20,90.0,74.0
32904,43,8,23,84.0,78.0
50801,44,12,3,77.0,69.0
11615,44,10,9,84.0,71.0
81601,43,2,17,89.0,73.0
12701,44,3,26,92.0,69.0
32805,44,9,5,91.0,76.0
16405,45,9,29,39.0,31.0
32501,44,9,22,93.0,72.0
50403,45,12,31,94.0,75.0
50403,43,7,27,90.0,75.0
82502,44,5,31,73.0,34.0
31302,44,2,4,72.0,42.0
10701,44,11,11,91.0,72.0
11901,45,5,8,82.0,54.0
31701,43,3,19,91.0,58.0
50801,43,7,16,75.0,69.0
11604,44,4,20,83.0,75.0
10804,45,11,3,90.0,67.0
32601,45,6,2,94.0,80.0
80425,44,8,1,82.0,70.0
10704,44,5,2,88.0,74.0
41207,45,11,15,84.0,74.0
12101,44,12,1,80.0,51.0
82404,42,12,16,93.0,73.0
10703,45,9,24,83.0,77.0
33013,43,5,18,70.0,46.0
30001,43,9,25,82.0,73.0
33109,43,11,4,70.0,56.0
80509,45,3,25,79.0,74.0
31701,43,7,6,80.0,64.0
33401,44,11,9,78.0,59.0
11901,43,9,1,80.0,64.0
11610,45,12,19,82.0,70.0
11902,45,10,5,76.0,70.0
50401,42,10,6,90.0,73.0
80504,44,12,27,88.0,75.0
12001,43,10,15,80.0,66.0
33205,45,2,15,64.0,45.0
13005,45,4,24,88.0,60.0
11701,42,8,12,93.0,77.0
33205,45,6,27,85.0,64.0
32601,45,9,10,88.0,77.0
11604,42,5,11,81.0,77.0
32602,45,4,24,93.0,77.0
11610,45,9,26,84.0,70.0
20501,44,3,16,89.0,75.0
50301,44,9,4,85.0,75.0
10718,44,10,30,85.0,71.0
12702,44,12,11,79.0,72.0
10701,40,4,12,92.0,75.0
32906,44,5,21,95.0,71.0
22504,41,1,4,82.0,65.0
12101,43,7,14,115.0,80.0
82405,44,12,2,80.0,72.0
12702,45,8,10,90.0,80.0
32904,45,4,6,89.0,65.0
13601,43,1,20,69.0,53.0
13005,43,12,19,69.0,40.0
33405,45,2,17,72.0,46.0
10002,45,10,5,81.0,76.0
34109,44,5,14,73.0,48.0
10803,42,5,4,87.0,72.0
22508,42,1,21,78.0,54.0
80412,45,5,3,87.0,73.0
13013,45,5,25,84.0,50.0
10502,41,11,11,86.0,72.0
11601,44,11,19,89.0,70.0
50304,43,10,17,86.0,68.0
20501,42,9,30,84.0,74.0
12701,43,10,15,90.0,68.0
82403,44,3,17,96.0,67.0
10807,44,11,3,85.0,67.0
11901,43,11,7,75.0,58.0
81601,45,1,24,90.0,73.0
80510,45,6,20,80.0,74.0
10718,45,4,30,91.0,75.0
50801,42,12,21,76.0,70.0
10703,45,11,6,83.0,75.0
50304,45,9,18,83.0,69.0
10806,43,9,3,79.0,58.0
12801,45,2,21,86.0,66.0
32904,45,3,1,64.0,57.0
42401,45,3,27,74.0,61.0
10701,40,6,23,91.0,74.0
10701,45,10,20,89.0,75.0
10718,45,5,10,89.0,73.0
33305,45,1,10,46.0,33.0
10804,45,2,25,94.0,77.0
33117,45,12,10,51.0,44.0
60701,43,4,23,89.0,74.0
80504,44,10,5,84.0,76.0
13007,43,8,26,91.0,61.0
11606,45,12,23,84.0,76.0
13201,45,7,28,76.0,64.0
32815,44,11,29,84.0,55.0
32702,44,1,8,76.0,56.0
10101,44,3,13,92.0,70.0
61501,45,8,26,81.0,76.0
32501,45,2,6,78.0,64.0
11901,45,7,31,73.0,58.0
50403,44,8,22,93.0,70.0
62701,43,3,17,84.0,74.0
30001,43,12,31,86.0,75.0
20501,44,11,23,88.0,77.0
82404,43,3,5,102.0,68.0
10705,43,8,31,90.0,76.0
33023,45,8,31,84.0,66.0
16407,45,8,1,46.0,36.0
33003,44,12,26,57.0,39.0
10803,42,10,1,86.0,73.0
32803,45,4,25,99.0,69.0
12801,43,6,15,90.0,69.0
11606,43,10,25,87.0,79.0
60701,44,2,13,86.0,78.0
50801,42,11,28,76.0,68.0
10807,45,12,1,87.0,66.0
10502,43,9,24,88.0,70.0
42401,45,3,21,74.0,63.0
10002,43,12,3,84.0,74.0
13201,44,5,11,63.0,50.0
16504,45,10,18,27.0,16.0
32803,43,3,11,97.0,67.0
16101,44,7,17,61.0,49.0
11610,45,5,8,87.0,70.0
82502,43,8,20,71.0,42.0
33117,45,3,25,63.0,49.0
34113,45,1,24,56.0,42.0
81601,45,1,1,84.0,72.0
81702,42,5,18,88.0,67.0
11501,45,8,20,87.0,76.0
10102,43,8,7,85.0,68.0
10803,43,12,27,86.0,70.0
82405,44,3,18,75.0,68.0
16504,44,7,29,50.0,39.0
11601,44,5,4,87.0,75.0
22508,40,6,26,80.0,70.0
20501,45,10,5,87.0,71.0
33401,44,8,26,104.0,72.0
33117,45,8,15,88.0,75.0
80411,45,5,11,89.0,74.0
11801,44,5,14,94.0,75.0
80425,45,6,19,87.0,68.0
32906,45,9,21,86.0,76.0
81601,45,7,23,85.0,72.0
34109,44,1,18,50.0,45.0
11701,42,12,27,90.0,70.0
16504,43,11,11,25.0,18.0
11701,45,10,10,90.0,66.0
20501,43,10,31,87.0,75.0
50303,44,1,6,86.0,76.0
50302,45,5,31,85.0,73.0
10701,44,2,4,89.0,73.0
11606,43,6,11,88.0,77.0
22508,45,6,6,83.0,70.0
22504,41,12,3,79.0,66.0
31001,43,6,9,99.0,79.0
33044,43,11,5,55.0,49.0
11604,44,12,31,78.0,68.0
11902,45,7,21,91.0,74.0
80411,45,3,10,90.0,76.0
10701,44,11,21,91.0,70.0
32801,44,2,3,79.0,49.0
31501,45,2,12,83.0,65.0
50802,43,9,29,77.0,63.0
10001,45,7,29,78.0,72.0
32815,45,9,1,92.0,78.0
12101,44,2,25,90.0,56.0
33014,43,12,26,59.0,41.0
22509,40,9,19,87.0,70.0
11601,42,3,30,85.0,77.0
10101,43,7,17,81.0,75.0
11604,42,8,5,85.0,81.0
10701,40,4,7,91.0,76.0
12101,44,3,24,87.0,64.0
10701,44,2,29,92.0,72.0
82502,44,9,15,80.0,55.0
30001,44,6,19,84.0,72.0
11601,45,1,17,85.0,75.0
10718,45,4,7,94.0,75.0
33117,45,10,9,67.0,56.0
22507,44,11,2,84.0,65.0
32504,44,7,13,97.0,85.0
80510,44,12,12,87.0,77.0
33406,45,5,30,82.0,48.0
11606,43,5,26,87.0,77.0
33406,45,5,9,81.0,42.0
33307,45,11,22,66.0,40.0
33501,45,11,29,52.0,35.0
11606,45,7,19,89.0,74.0
81702,43,3,16,88.0,72.0
32602,44,10,20,87.0,72.0
40601,45,2,3,86.0,77.0
11610,43,1,14,83.0,72.0
31001,43,8,26,91.0,72.0
11704,45,9,17,89.0,71.0
34104,44,1,29,60.0,40.0
10806,43,11,24,73.0,59.0
20501,44,4,24,88.0,71.0
12801,44,12,20,78.0,64.0
82405,44,10,1,76.0,57.0
22508,43,3,10,73.0,60.0
32601,44,3,11,92.0,63.0
22502,41,2,15,79.0,56.0
11901,44,7,13,75.0,57.0
22504,42,2,20,77.0,67.0
50304,43,8,29,83.0,68.0
50801,42,11,9,74.0,68.0
43302,45,11,17,57.0,40.0
10001,45,5,19,93.0,75.0
82405,43,5,31,73.0,61.0
10102,45,5,20,91.0,75.0
13002,44,12,26,54.0,42.0
11610,42,6,17,87.0,75.0
50801,45,2,5,82.0,76.0
10803,43,2,5,85.0,69.0
10804,44,11,20,88.0,70.0
33303,45,8,20,99.0,70.0
50802,43,5,7,87.0,67.0
22504,42,4,22,80.0,65.0
13201,45,6,14,68.0,60.0
42204,45,7,13,90.0,80.0
50403,45,1,30,88.0,74.0
22504,45,4,1,83.0,65.0
82403,42,7,26,71.0,46.0
42401,45,7,7,90.0,77.0
22504,43,6,14,87.0,73.0
50304,45,6,19,84.0,74.0
10701,45,1,21,90.0,74.0
22508,44,4,2,74.0,65.0
13002,43,6,13,80.0,68.0
33109,44,1,21,59.0,48.0
12701,45,1,28,86.0,60.0
32503,44,7,7,103.0,85.0
32815,44,12,25,84.0,56.0
16202,43,2,15,28.0,14.0
10803,44,1,31,90.0,70.0
34022,45,4,25,71.0,44.0
10806,44,4,5,77.0,59.0
50304,43,9,4,81.0,64.0
22504,41,11,16,81.0,74.0
32701,42,9,1,90.0,78.0
60701,45,2,7,88.0,77.0
32301,45,6,23,102.0,70.0
16201,43,7,13,55.0,45.0
11101,43,8,12,84.0,75.0
80411,43,12,10,88.0,76.0
34101,44,1,9,54.0,28.0
31302,44,10,27,76.0,43.0
22508,43,7,12,82.0,66.0
10703,44,10,19,85.0,76.0
10803,45,11,29,87.0,71.0
11610,44,2,10,85.0,70.0
82503,45,8,11,84.0,58.0
11902,45,3,25,91.0,67.0
11606,45,12,9,86.0,75.0
10101,44,2,1,89.0,73.0
22504,42,10,5,85.0,74.0
34113,44,5,28,77.0,60.0
33307,45,9,17,91.0,57.0
16201,45,7,12,55.0,46.0
34109,44,8,5,84.0,66.0
50303,44,11,28,86.0,71.0
20602,45,9,3,85.0,79.0
20501,45,10,6,91.0,72.0
21501,43,11,20,79.0,65.0
50302,44,5,20,88.0,72.0
32801,44,3,29,77.0,63.0
16405,42,3,12,43.0,26.0
32906,43,11,28,73.0,62.0
50401,43,12,26,78.0,73.0
61501,43,10,30,81.0,73.0
61501,43,9,27,84.0,68.0
13005,45,7,25,104.0,74.0
16504,45,11,17,44.0,-12.0
42401,45,8,13,90.0,80.0
32904,44,7,20,88.0,76.0
31401,44,5,14,95.0,78.0
31701,44,3,29,85.0,69.0
32601,43,12,7,85.0,53.0
80425,45,3,27,86.0,73.0
82501,43,11,22,76.0,57.0
11704,44,12,4,83.0,69.0
13201,45,6,2,70.0,61.0
33401,44,4,29,100.0,75.0
22504,42,5,7,83.0,70.0
50401,45,10,12,92.0,71.0
12801,43,7,25,91.0,70.0
32501,45,4,29,94.0,74.0
10701,44,7,6,91.0,72.0
22508,40,11,23,81.0,62.0
12001,43,9,15,90.0,60.0
32702,43,12,7,83.0,52.0
32503,45,10,22,91.0,75.0
50802,45,4,16,90.0,73.0
33109,43,10,30,71.0,57.0
61501,44,8,10,78.0,66.0
34104,45,2,4,47.0,43.0
33044,43,3,6,62.0,41.0
31101,44,10,6,98.0,68.0
20602,45,9,13,88.0,79.0
12801,45,1,7,81.0,60.0
10802,45,7,15,86.0,69.0
10502,43,11,16,89.0,71.0
10102,44,9,25,86.0,72.0
81601,43,11,17,83.0,72.0
22504,44,12,18,79.0,64.0
20501,44,1,6,87.0,75.0
34018,45,10,27,68.0,55.0
81601,43,9,9,83.0,71.0
21501,44,9,24,85.0,70.0
34005,44,8,1,82.0,68.0
34139,45,5,3,58.0,39.0
32805,45,5,11,111.0,79.0
82503,44,5,12,85.0,46.0
80509,44,11,3,83.0,71.0
32602,45,5,13,87.0,77.0
11606,45,9,8,89.0,80.0
10101,45,2,27,90.0,73.0
10701,41,2,21,94.0,77.0
31001,44,4,7,98.0,66.0
32301,44,2,11,74.0,35.0
32701,43,3,26,87.0,60.0
11901,44,9,18,79.0,56.0
22502,43,7,7,85.0,70.0
11901,42,7,12,79.0,63.0
32702,45,3,4,74.0,44.0
32906,45,1,8,68.0,42.0
21501,43,11,4,82.0,65.0
50303,43,10,16,84.0,75.0
10102,45,3,24,87.0,72.0
50802,43,11,10,80.0,62.0
32805,45,8,12,94.0,75.0
13007,44,12,26,55.0,36.0
50301,45,11,7,85.0,76.0
22504,42,9,4,88.0,72.0
33501,45,1,2,46.0,33.0
13601,43,1,27,73.0,62.0
22508,44,12,16,72.0,61.0
11701,43,1,16,90.0,69.0
22502,42,1,4,78.0,57.0
32805,44,4,13,104.0,70.0
32904,44,11,13,82.0,61.0
11101,44,1,27,88.0,63.0
22508,43,9,14,85.0,68.0
82403,43,7,24,78.0,40.0
32702,43,11,26,84.0,57.0
10701,45,2,17,91.0,73.0
16201,44,2,24,38.0,35.0
32504,44,8,9,109.0,84.0
10806,45,5,19,77.0,63.0
34002,44,1,21,55.0,44.0
33019,44,2,17,55.0,36.0
11615,44,9,17,87.0,72.0
81404,44,1,17,92.0,76.0
50303,43,8,8,86.0,69.0
10807,45,3,20,92.0,69.0
22508,42,5,17,81.0,67.0
22502,42,7,12,83.0,72.0
33405,45,6,30,108.0,75.0
22508,41,8,25,88.0,69.0
22502,44,9,9,86.0,61.0
10001,44,2,11,90.0,77.0
30001,44,6,30,85.0,73.0
11704,45,3,31,84.0,62.0
33013,43,8,3,95.0,75.0
22504,43,12,26,81.0,72.0
50401,45,5,5,86.0,74.0
34022,45,9,29,62.0,45.0
10806,43,9,12,79.0,59.0
81601,45,1,22,90.0,73.0
10002,44,2,23,84.0,72.0
32702,45,9,4,89.0,75.0
33044,43,2,19,52.0,38.0
10705,43,3,3,89.0,74.0
11901,45,8,21,78.0,56.0
32907,43,8,16,88.0,77.0
16202,44,2,6,39.0,32.0
81601,45,10,1,79.0,71.0
22508,45,10,28,79.0,68.0
32906,45,8,16,94.0,76.0
11501,44,2,2,84.0,74.0
81601,44,11,15,84.0,72.0
10102,43,5,22,90.0,72.0
10102,42,9,17,86.0,72.0
16405,45,5,27,50.0,43.0
12001,45,5,3,86.0,59.0
10806,44,1,4,73.0,60.0
11701,43,1,2,89.0,67.0
80425,44,10,19,89.0,74.0
31501,43,10,10,84.0,64.0
33003,44,11,17,67.0,42.0
10802,45,2,20,86.0,74.0
16202,44,7,22,65.0,52.0
12701,43,2,6,87.0,65.0
50801,42,4,13,84.0,77.0
22504,44,8,20,85.0,75.0
11615,44,9,11,86.0,74.0
12702,44,11,3,84.0,73.0
11902,43,6,6,88.0,75.0
22508,44,12,10,76.0,59.0
22508,45,5,23,83.0,63.0
